Species,Length,Weight
Ecsenius melarchus,6.2,NA
Ecsenius midas,13,NA
Ecsenius minutus,4,NA
Ecsenius monoculus,5,NA
Ecsenius nalolo,6.5,NA
Ecsenius namiyei,11,NA
Ecsenius niue,3.09,NA
Ecsenius oculatus,4.7,NA
Ecsenius oculus,7,NA
Ecsenius ops,5.5,NA
Ecsenius opsifrontalis,5,NA
Ecsenius pardus,4.8,NA
Ecsenius paroculus,4,NA
Ecsenius pictus,5,NA
Ecsenius polystictus,4.2,NA
Ecsenius portenoyi,4.5,NA
Ecsenius prooculis,3.95,NA
Ecsenius pulcher,11,NA
Ecsenius randalli,5,NA
Ecsenius schroederi,7,NA
Ecsenius sellifer,4.1,NA
Ecsenius shirleyae,2.84,NA
Ecsenius stictus,5.8,NA
Ecsenius stigmatura,6,NA
Ecsenius taeniatus,3.2,NA
Ecsenius tessera,4.5,NA
Ecsenius tigris,5,NA
Ecsenius tricolor,6,NA
Ecsenius trilineatus,3,NA
Ecsenius yaeyamaensis,6,NA
Ectodus descampsii,10.4,NA
Ectrepopterus uruguayensis,5.1,NA
Ectreposebastes imus,18,NA
Ectreposebastes niger,NA,NA
Edentoliparis terraenovae,7.1,NA
Eechathalakenda ophicephalus,19.6,NA
Eeyorius hutchinsi,26,NA
Egglestonichthys bombylios,NA,NA
Egglestonichthys melanoptera,NA,NA
Egglestonichthys patriciae,4.7,NA
Ego zebra,3.43,NA
Ehirava fluviatilis,5,NA
Eidinemacheilus proudlovei,NA,NA
Eidinemacheilus smithi,5.53,NA
Eigenmannia antonioi,20.46,NA
Eigenmannia besouro,14.76,NA
Eigenmannia desantanai,18.6,NA
Eigenmannia goajira,49.6,NA
Eigenmannia guairaca,17.28,NA
Eigenmannia humboldtii,48.6,138.4
Eigenmannia limbata,48.5,NA
Eigenmannia macrops,25.2,NA
Eigenmannia matintapereira,21.98,NA
Eigenmannia meeki,30.85,NA
Eigenmannia microstoma,18.7,NA
Eigenmannia muirapinima,14.26,NA
Eigenmannia nigra,47.6,NA
Eigenmannia pavulagem,26.33,NA
Eigenmannia trilineata,25,NA
Eigenmannia vicentespelaea,20.79,NA
Eigenmannia virescens,44,113.6
Eigenmannia waiwai,22.41,NA
Einara edentula,20.3,NA
Einara macrolepis,22,NA
Eirmotus furvus,3.44,NA
Eirmotus insignis,3.21,NA
Eirmotus isthmus,3.25,NA
Eirmotus octozona,3.56,NA
Ekemblemaria lira,NA,NA
Ekemblemaria myersi,7,NA
Ekemblemaria nigra,6.2,NA
Eknomoliparis chirichignoae,NA,NA
Elacatinus atronasus,NA,NA
Elacatinus cayman,2.33,NA
Elacatinus centralis,3.79,NA
Elacatinus chancei,5,NA
Elacatinus colini,3.2,NA
Elacatinus evelynae,4,NA
Elacatinus figaro,3.37,NA
Elacatinus genie,4.5,NA
Elacatinus horsti,5,NA
Elacatinus illecebrosus,4,NA
Elacatinus jarocho,2.72,NA
Elacatinus lobeli,3.1,NA
Elacatinus lori,4.56,NA
Elacatinus louisae,3.8,NA
Elacatinus oceanops,5,NA
Elacatinus phthirophagus,3.18,NA
Elacatinus pridisi,2.84,NA
Elacatinus prochilos,4,NA
Elacatinus randalli,4.55,NA
Elacatinus serranilla,3.46,NA
Elacatinus tenox,NA,NA
Elacatinus xanthiprora,4,NA
Elachocharax geryi,1.9,NA
Elachocharax junki,2.31,NA
Elachocharax mitopterus,1.39,NA
Elachocharax pulcher,2.21,NA
Elagatis bipinnulata,180,46210
Elassodiscus caudatus,8.5,NA
Elassodiscus obscurus,28.6,NA
Elassodiscus tremebundus,34.3,NA
Elassoma alabamae,NA,NA
Elassoma boehlkei,3.3,NA
Elassoma evergladei,3.4,NA
Elassoma gilberti,2.52,NA
Elassoma okatie,3.4,NA
Elassoma okefenokee,3.4,NA
Elassoma zonatum,4.7,NA
Elates ransonnettii,19,NA
Elattarchus archidium,43.9,NA
Electrolux addisoni,52,1800
Electrona antarctica,11.5,NA
Electrona carlsbergi,11.2,12.1
Electrona paucirastra,7,NA
Electrona risso,8.2,NA
Electrona subaspera,12.7,NA
Electrophorus electricus,250,20000
Eleginops maclovinus,NA,NA
Eleginus gracilis,55,1300
Eleginus nawaga,42,NA
Eleotrica cableae,7,NA
Eleotris acanthopoma,14,NA
Eleotris amblyopsis,8.3,NA
Eleotris andamensis,NA,NA
Eleotris annobonensis,11.5,NA
Eleotris aquadulcis,25,NA
Eleotris balia,NA,NA
Eleotris brachyurus,NA,NA
Eleotris daganensis,12.3,NA
Eleotris fasciatus,6,NA
Eleotris fusca,26,NA
Eleotris lutea,4,NA
Eleotris macrocephala,NA,NA
Eleotris macrolepis,NA,NA
Eleotris mauritiana,25,NA
Eleotris melanosoma,26,NA
Eleotris melanura,NA,NA
Eleotris oxycephala,15,NA
Eleotris pellegrini,23,NA
Eleotris perniger,13,NA
Eleotris picta,44,NA
Eleotris pisonis,25,NA
Eleotris pseudacanthopomus,NA,NA
Eleotris sandwicensis,33,NA
Eleotris senegalensis,22.4,NA
Eleotris soaresi,10.6,NA
Eleotris tecta,8,NA
Eleotris tubularis,NA,NA
Eleotris vittata,22,NA
Eleotris vomerodentata,7.8,NA
Eleutherochir opercularis,11,NA
Eleutheronema rhadinum,73.9,NA
Eleutheronema tetradactylum,200,145000
Eleutheronema tridactylum,25,NA
Ellochelon vaigiensis,63,NA
Ellopostoma megalomycter,4.9,NA
Ellopostoma mystax,7,NA
Elopichthys bambusa,200,40000
Elops affinis,91,NA
Elops hawaiensis,120,10060
Elops lacerta,100,NA
Elops machnata,118,10800
Elops saurus,100,10060
Elops senegalensis,90,5900
Elops smithi,44,NA
Ematops randalli,4.2,NA
Embassichthys bathybius,47,NA
Embiotoca jacksoni,39,700
Embiotoca lateralis,38,NA
Emblemaria atlantica,7.5,NA
Emblemaria australis,NA,NA
Emblemaria biocellata,3.75,NA
Emblemaria caldwelli,2.6,NA
Emblemaria caycedoi,3.8,NA
Emblemaria culmenis,5.1,NA
Emblemaria diphyodontis,7,NA
Emblemaria hudsoni,7.4,NA
Emblemaria hyltoni,2.3,NA
Emblemaria hypacanthus,5,NA
Emblemaria nivipes,4.2,NA
Emblemaria pandionis,6,NA
Emblemaria piratica,4,NA
Emblemaria piratula,5,NA
Emblemaria vitta,NA,NA
Emblemaria walkeri,6.5,NA
Emblemariopsis arawak,2,NA
Emblemariopsis bahamensis,2.5,NA
Emblemariopsis bottomei,2.96,NA
Emblemariopsis carib,1.48,NA
Emblemariopsis dianae,2.11,NA
Emblemariopsis diaphana,4,NA
Emblemariopsis leptocirris,2.2,NA
Emblemariopsis occidentalis,1.92,NA
Emblemariopsis pricei,2.86,NA
Emblemariopsis ramirezi,3.1,NA
Emblemariopsis randalli,3.8,NA
Emblemariopsis ruetzleri,2,NA
Emblemariopsis signifer,3.3,NA
Emblemariopsis tayrona,3,NA
Emmelichthyops atlanticus,13,NA
Emmelichthys elongatus,NA,NA
Emmelichthys karnellai,22.6,NA
Emmelichthys marisrubri,7.44,NA
Emmelichthys nitidus cyanescens,34.2,NA
Emmelichthys nitidus nitidus,55,NA
Emmelichthys ruber,30,NA
Emmelichthys struhsakeri,30,NA
Empetrichthys latos,6,NA
Empetrichthys merriami,5,NA
Encheliophis boraborensis,30,NA
Encheliophis chardewalli,7.2,NA
Encheliophis gracilis,30,NA
Encheliophis homei,19,NA
Encheliophis sagamianus,20,NA
Encheliophis vermicularis,13,NA
Encheliophis vermiops,14,NA
Encheloclarias baculum,5.71,NA
Encheloclarias curtisoma,8.2,NA
Encheloclarias kelioides,6.48,NA
Encheloclarias medialis,NA,NA
Encheloclarias prolatus,8.55,NA
Encheloclarias tapeinopterus,12.4,NA
Encheloclarias velatus,16.92,NA
Enchelybrotula gomoni,NA,NA
Enchelybrotula paucidens,NA,NA
Enchelycore anatina,120,NA
Enchelycore bayeri,70,NA
Enchelycore bikiniensis,60,NA
Enchelycore carychroa,34,NA
Enchelycore kamara,53,NA
Enchelycore lichenosa,90,NA
Enchelycore nigricans,100,1320
Enchelycore nycturanus,22.3,NA
Enchelycore octaviana,91,NA
Enchelycore pardalis,92,NA
Enchelycore ramosa,150,NA
Enchelycore schismatorhynchus,120,NA
Enchelynassa canina,250,NA
Enchelyopus cimbrius,41,NA
Enchelyurus ater,5.5,NA
Enchelyurus brunneolus,2.9,NA
Enchelyurus flavipes,7.6,NA
Enchelyurus kraussii,4.5,NA
Enchelyurus petersi,5.4,NA
Encrasicholina devisi,8,NA
Encrasicholina gloria,7.2,NA
Encrasicholina heteroloba,12,NA
Encrasicholina intermedia,7.52,NA
Encrasicholina macrocephala,5.57,NA
Encrasicholina oligobranchus,6.2,NA
Encrasicholina punctifer,13,NA
Encrasicholina purpurea,7.5,NA
Engraulicypris bredoi,4.5,NA
Engraulicypris brevianalis,7.5,NA
Engraulicypris gariepinus,4.66,NA
Engraulicypris howesi,4.3,NA
Engraulicypris moeruensis,3.7,NA
Engraulicypris ngalala,5.1,NA
Engraulicypris sardella,13,NA
Engraulicypris spinifer,5,NA
Engraulis albidus,9.45,NA
Engraulis anchoita,17,25
Engraulis australis,15,NA
Engraulis capensis,17,NA
Engraulis encrasicolus,20,NA
Engraulis eurystole,15.5,NA
Engraulis japonicus,18,45
Engraulis mordax,24.8,68
Engraulis ringens,20,NA
Engraulisoma taeniatum,4.2,NA
Engyophrys sanctilaurentii,20,NA
Engyophrys senta,10,NA
Engyprosopon annulatus,NA,NA
Engyprosopon arenicola,6.9,NA
Engyprosopon bellonaensis,7.2,NA
Engyprosopon bleekeri,8.4,NA
Engyprosopon filipennis,10.63,NA
Engyprosopon grandisquama,15,NA
Engyprosopon hawaiiensis,NA,NA
Engyprosopon hensleyi,11.7,NA
Engyprosopon hureaui,5,NA
Engyprosopon kushimotoensis,5.89,NA
Engyprosopon latifrons,8,NA
Engyprosopon longipelvis,7,NA
Engyprosopon longipterum,8.6,NA
Engyprosopon macrolepis,5.9,NA
Engyprosopon maldivensis,12.7,NA
Engyprosopon marquisensis,6.49,NA
Engyprosopon mogkii,11,NA
Engyprosopon mozambiquensis,NA,NA
Engyprosopon multisquama,10.6,NA
Engyprosopon natalensis,6,NA
Engyprosopon obliquioculatum,7.6,NA
Engyprosopon osculus,10.3,NA
Engyprosopon raoulensis,8.2,NA
Engyprosopon regani,3.9,NA
Engyprosopon rostratum,7,NA
Engyprosopon sechellensis,7.62,NA
Engyprosopon septempes,7.1,NA
Engyprosopon vanuatuensis,5.58,NA
Engyprosopon xenandrus,7.19,NA
Engyprosopon xystrias,16,NA
Enigmacanthus filamentosus,3.6,NA
Enigmapercis acutirostris,NA,NA
Enigmapercis reducta,9,NA
Enigmatochromis lucanusi,4.53,NA
Enneacampus ansorgii,13.64,NA
Enneacampus kaupi,16.5,NA
Enneacanthus chaetodon,10,NA
Enneacanthus gloriosus,9.5,NA
Enneacanthus obesus,9.5,NA
Enneanectes altivelis,4,NA
Enneanectes atrorus,3.3,NA
Enneanectes boehlkei,4,NA
Enneanectes carminalis,3,NA
Enneanectes deloachorum,2.16,NA
Enneanectes exsul,3.2,NA
Enneanectes glendae,3.05,NA
Enneanectes jordani,4,NA
Enneanectes macrops,4.3,NA
Enneanectes matador,2.1,NA
Enneanectes quadra,2.35,NA
Enneanectes reticulatus,4.9,NA
Enneanectes smithi,2.98,NA
Enneanectes wilki,1.67,NA
Enneapterygius abeli,2.5,NA
Enneapterygius atriceps,2.6,NA
Enneapterygius atrogulare,5.3,NA
Enneapterygius bahasa,4,NA
Enneapterygius cheni,2.36,NA
Enneapterygius clarkae,2.7,NA
Enneapterygius clea,3.2,NA
Enneapterygius destai,2.1,NA
Enneapterygius elaine,2.27,NA
Enneapterygius elegans,4,NA
Enneapterygius etheostomus,5.5,NA
Enneapterygius fasciatus,3,NA
Enneapterygius flavoccipitis,3.2,NA
Enneapterygius fuscoventer,2.3,NA
Enneapterygius genamaculatus,2.29,NA
Enneapterygius gracilis,2.77,NA
Enneapterygius gruschkai,2.92,NA
Enneapterygius hemimelas,4.8,NA
Enneapterygius hollemani,3.9,NA
Enneapterygius howensis,3.5,NA
Enneapterygius hsiojenae,2.99,NA
Enneapterygius kermadecensis,3.3,NA
Enneapterygius kosiensis,1.94,NA
Enneapterygius larsonae,3.48,NA
Enneapterygius leucopunctatus,3.56,NA
Enneapterygius melanospilus,3.1,NA
Enneapterygius minutus,3,NA
Enneapterygius mirabilis,2.7,NA
Enneapterygius miyakensis,4.5,NA
Enneapterygius namarrgon,2.7,NA
Enneapterygius nanus,3,NA
Enneapterygius niger,3.2,NA
Enneapterygius nigricauda,2.9,NA
Enneapterygius niue,1.96,NA
Enneapterygius obscurus,2.5,NA
Enneapterygius ornatus,2.4,NA
Enneapterygius pallidoserialis,3,NA
Enneapterygius pallidus,3,NA
Enneapterygius paucifasciatus,3.3,NA
Enneapterygius philippinus,3,NA
Enneapterygius pusillus,3,NA
Enneapterygius pyramis,3.3,NA
Enneapterygius qirmiz,1.69,NA
Enneapterygius randalli,3.4,NA
Enneapterygius rhabdotus,2.7,NA
Enneapterygius rhothion,3.7,NA
Enneapterygius rubicauda,3.7,NA
Enneapterygius rufopileus,4.5,NA
Enneapterygius senoui,2.72,NA
Enneapterygius shaoi,2.38,NA
Enneapterygius sheni,2.3,NA
Enneapterygius signicauda,2.5,NA
Enneapterygius similis,3.2,NA
Enneapterygius triserialis,4.5,NA
Enneapterygius trisignatus,NA,NA
Enneapterygius tutuilae,4,NA
Enneapterygius unimaculatus,3.1,NA
Enneapterygius ventermaculus,4,NA
Enneapterygius vexillarius,3.3,NA
Enneapterygius williamsi,3.3,NA
Enneapterygius ziegleri,3.1,NA
Enophrys bison,37,NA
Enophrys diceraus,32,760
Enophrys lucasi,20,NA
Enophrys taurina,17,NA
Enoplosus armatus,50,NA
Entelurus aequoreus,40,NA
Enteromius ablabes,9.6,NA
Enteromius aboinensis,7,NA
Enteromius afrohamiltoni,17.5,NA
Enteromius afrovernayi,5.7,NA
Enteromius aliciae,8.5,NA
Enteromius aloyi,3.83,NA
Enteromius amanpoae,4,NA
Enteromius amatolicus,7,NA
Enteromius anema,3,NA
Enteromius annectens,7.5,NA
Enteromius anniae,8.3,NA
Enteromius anoplus,10,NA
Enteromius ansorgii,8.2,NA
Enteromius apleurogramma,5.4,NA
Enteromius arambourgi,6.2,NA
Enteromius arcislongae,6.4,NA
Enteromius argenteus,19.7,NA
Enteromius aspilus,13,NA
Enteromius atakorensis,3.6,NA
Enteromius atkinsoni,3.2,NA
Enteromius atromaculatus,6.8,NA
Enteromius bagbwensis,9.6,NA
Enteromius barnardi,7,NA
Enteromius barotseensis,5,NA
Enteromius baudoni,3.3,NA
Enteromius bawkuensis,2.9,NA
Enteromius bifrenatus,7,NA
Enteromius bigornei,11.4,NA
Enteromius boboi,5.2,NA
Enteromius bourdariei,10.8,NA
Enteromius brachygramma,5.2,NA
Enteromius brazzai,11,NA
Enteromius breviceps,7.7,NA
Enteromius brevidorsalis,4.6,NA
Enteromius brevilateralis,6.2,NA
Enteromius brevipinnis,4.5,NA
Enteromius brichardi,6.4,NA
Enteromius cadenati,7.1,NA
Enteromius callipterus,8.9,5
Enteromius camptacanthus,15.5,NA
Enteromius candens,2.6,NA
Enteromius carcharhinoides,8.13,NA
Enteromius carens,3.2,NA
Enteromius castrasibutum,5.7,NA
Enteromius catenarius,4.5,NA
Enteromius caudosignatus,4.9,NA
Enteromius cercops,7,NA
Enteromius chicapaensis,8.6,NA
Enteromius chiumbeensis,8,NA
Enteromius chlorotaenia,9.7,NA
Enteromius choloensis,17.5,NA
Enteromius citrinus,5,NA
Enteromius clauseni,3,NA
Enteromius collarti,3.5,NA
Enteromius condei,2.8,NA
Enteromius deguidei,3.7,NA
Enteromius deserti,9,NA
Enteromius devosi,7.8,NA
Enteromius dialonensis,8.1,NA
Enteromius diamouanganai,11.3,NA
Enteromius ditinensis,6.1,NA
Enteromius dorsolineatus,7.5,NA
Enteromius eburneensis,7.4,NA
Enteromius erythrozonus,2.6,NA
Enteromius eutaenia,14,NA
Enteromius evansi,4.1,NA
Enteromius fasciolatus,6,NA
Enteromius foutensis,9,NA
Enteromius greenwoodi,3.1,NA
Enteromius guildi,5.6,NA
Enteromius guineensis,11.7,NA
Enteromius guirali,15.5,NA
Enteromius gurneyi,10,NA
Enteromius haasianus,3.2,NA
Enteromius holotaenia,12,NA
Enteromius huguenyi,5.3,NA
Enteromius hulstaerti,3.5,NA
Enteromius humeralis,7,NA
Enteromius humilis,5.6,NA
Enteromius inaequalis,5.1,NA
Enteromius innocens,8,NA
Enteromius jacksoni,11.6,NA
Enteromius jae,3.8,NA
Enteromius janssensi,4,NA
Enteromius kamolondoensis,9.4,NA
Enteromius kerstenii,9,NA
Enteromius kessleri,7.7,NA
Enteromius kissiensis,1.7,NA
Enteromius kuiluensis,7.2,NA
Enteromius lamani,10.2,NA
Enteromius laticeps,7,NA
Enteromius lauzannei,10.8,NA
Enteromius leonensis,3.3,NA
Enteromius liberiensis,10,NA
Enteromius lineomaculatus,8.6,NA
Enteromius litamba,35,NA
Enteromius lornae,5.4,NA
Enteromius loveridgii,6.6,NA
Enteromius lufukiensis,11,NA
Enteromius luikae,5.57,NA
Enteromius lujae,4.1,NA
Enteromius lukindae,7.5,NA
Enteromius lukusiensis,11,NA
Enteromius luluae,4.4,NA
Enteromius machadoi,7.6,NA
Enteromius macinensis,5,NA
Enteromius macrops,16.9,8
Enteromius macrotaenia,4,NA
Enteromius magdalenae,6.8,NA
Enteromius manicensis,15,NA
Enteromius marmoratus,6.5,NA
Enteromius martorelli,9.8,NA
Enteromius mattozi,40,1355
Enteromius mediosquamatus,4.7,NA
Enteromius melanotaenia,NA,NA
Enteromius mimus,5.5,NA
Enteromius miolepis,12.5,NA
Enteromius mocoensis,5.2,NA
Enteromius mohasicus,6.5,NA
Enteromius motebensis,8,NA
Enteromius multilineatus,4.5,NA
Enteromius musumbi,5.3,NA
Enteromius neefi,7,NA
Enteromius neglectus,5.4,NA
Enteromius neumayeri,11.8,NA
Enteromius nigeriensis,5,NA
Enteromius nigrifilis,2.2,NA
Enteromius nigroluteus,2.6,NA
Enteromius niokoloensis,4.7,NA
Enteromius nounensis,5.35,NA
Enteromius nyanzae,7,NA
Enteromius okae,4,NA
Enteromius oligogrammus,8.2,NA
Enteromius olivaceus,4.82,NA
Enteromius owenae,3.7,NA
Enteromius pallidus,7,NA
Enteromius paludinosus,15,NA
Enteromius papilio,2.1,NA
Enteromius parablabes,6.2,NA
Enteromius parajae,4.15,NA
Enteromius pellegrini,11.7,NA
Enteromius perince,8.9,NA
Enteromius petchkovskyi,30,NA
Enteromius pleurogramma,4,NA
Enteromius pobeguini,5.4,NA
Enteromius poechii,11,NA
Enteromius potamogalis,12.06,NA
Enteromius prionacanthus,9.2,NA
Enteromius profundus,6.3,NA
Enteromius pseudotoppini,4.5,NA
Enteromius pumilus,2.3,NA
Enteromius punctitaeniatus,3.8,NA
Enteromius pygmaeus,2.6,NA
Enteromius quadrilineatus,5.5,NA
Enteromius quadripunctatus,3.5,NA
Enteromius radiatus,12,NA
Enteromius raimbaulti,6.1,NA
Enteromius rohani,14.4,NA
Enteromius roussellei,9,NA
Enteromius rouxi,5.7,NA
Enteromius rubrostigma,11.3,NA
Enteromius salessei,4.7,NA
Enteromius sensitivus,4.07,NA
Enteromius serengetiensis,4.02,NA
Enteromius sexradiatus,5.6,NA
Enteromius seymouri,10.82,NA
Enteromius stanleyi,9.7,NA
Enteromius stauchi,8.5,NA
Enteromius stigmasemion,8.5,NA
Enteromius stigmatopygus,2.8,NA
Enteromius subinensis,3.4,NA
Enteromius sublineatus,7.1,NA
Enteromius sylvaticus,1.9,NA
Enteromius syntrechalepis,2.8,NA
Enteromius taeniopleura,9,NA
Enteromius taeniurus,12,NA
Enteromius tanapelagius,5.24,NA
Enteromius tegulifer,11,NA
Enteromius tetraspilus,5,NA
Enteromius tetrastigma,5.8,NA
Enteromius teugelsi,10.65,NA
Enteromius thamalakanensis,5,NA
Enteromius thysi,6.4,NA
Enteromius tiekoroi,9,NA
Enteromius tomiensis,6.2,NA
Enteromius tongaensis,2.5,NA
Enteromius toppini,4,NA
Enteromius traorei,5.5,NA
Enteromius treurensis,108,NA
Enteromius trimaculatus,15,NA
Enteromius trinotatus,8.6,NA
Enteromius trispiloides,5.8,NA
Enteromius trispilomimus,4.5,NA
Enteromius trispilopleura,4.5,NA
Enteromius trispilos,10.5,NA
Enteromius turkanae,4.2,NA
Enteromius unitaeniatus,14,NA
Enteromius urostigma,12,NA
Enteromius usambarae,2.9,NA
Enteromius validus,9.58,NA
Enteromius vanderysti,9.6,NA
Enteromius vandewallei,4.8,NA
Enteromius venustus,3.02,NA
Enteromius viktorianus,7.1,NA
Enteromius viviparus,7,NA
Enteromius walkeri,10,NA
Enteromius wellmani,8,NA
Enteromius yeiensis,4,NA
Enteromius yongei,5.6,NA
Enteromius zalbiensis,3.5,NA
Enteromius zanzibaricus,9.7,NA
Entomacrodus cadenati,6.88,NA
Entomacrodus caudofasciatus,6.2,NA
Entomacrodus chapmani,3.9,NA
Entomacrodus chiostictus,7.5,NA
Entomacrodus corneliae,5,NA
Entomacrodus cymatobiotus,2.7,NA
Entomacrodus decussatus,19,NA
Entomacrodus epalzeocheilos,11,NA
Entomacrodus lemuria,6.79,NA
Entomacrodus lighti,11.8,NA
Entomacrodus longicirrus,NA,NA
Entomacrodus macrospilus,4.2,NA
Entomacrodus marmoratus,15.2,NA
Entomacrodus nigricans,10,NA
Entomacrodus niuafoouensis,12,NA
Entomacrodus randalli,8.75,NA
Entomacrodus rofeni,8,NA
Entomacrodus sealei,8,NA
Entomacrodus solus,4.25,NA
Entomacrodus stellifer,11,NA
Entomacrodus strasburgi,4,NA
Entomacrodus striatus,11,NA
Entomacrodus textilis,6,NA
Entomacrodus thalassinus,4,NA
Entomacrodus vermiculatus,18,NA
Entomacrodus vomerinus,7.9,NA
Entomacrodus williamsi,5.28,NA
Entomocorus benjamini,7,NA
Entomocorus gameroi,7,NA
Entomocorus melaphareus,5.86,NA
Entomocorus radiosus,5.29,NA
Entosphenus folletti,30,NA
Entosphenus lethophagus,22,NA
Entosphenus macrostomus,27.3,19.8
Entosphenus minimus,14.5,NA
Entosphenus similis,27,NA
Entosphenus tridentatus,76,500
Eocallionymus papilio,10,NA
Eopsetta grigorjewi,60,NA
Eopsetta jordani,53,3700
Epactionotus bilineatus,4,NA
Epactionotus gracilis,3.9,NA
Epactionotus itaimbezinho,3.8,NA
Epactionotus yasi,NA,NA
Epalzeorhynchos bicolor,12,NA
Epalzeorhynchos frenatus,15,NA
Epalzeorhynchos kalopterus,16,NA
Epalzeorhynchos munense,9.3,NA
Epapterus blohmi,8.5,NA
Epapterus dispilurus,15.4,43
Epetriodus freddyi,21.5,NA
Ephippion guttifer,80,4300
Ephippus goreensis,30,NA
Ephippus orbis,25,NA
Epibulus brevis,18.5,NA
Epibulus insidiator,54,NA
Epigonus affinis,14.5,NA
Epigonus angustifrons,35.8,NA
Epigonus atherinoides,15,NA
Epigonus carbonarius,NA,NA
Epigonus cavaticus,6.95,NA
Epigonus chilensis,17.44,NA
Epigonus constanciae,19.7,NA
Epigonus crassicaudus,43,NA
Epigonus ctenolepis,10,NA
Epigonus denticulatus,20,NA
Epigonus devaneyi,NA,NA
Epigonus draco,16,NA
Epigonus elegans,15.3,NA
Epigonus elongatus,16,NA
Epigonus exodon,9.7,NA
Epigonus fragilis,17,NA
Epigonus glossodontus,NA,NA
Epigonus heracleus,13.1,NA
Epigonus lenimen,22,NA
Epigonus lifouensis,13.97,NA
Epigonus machaera,17.4,NA
Epigonus macrops,21.2,NA
Epigonus marimonticolus,16.5,NA
Epigonus marisrubri,13.98,NA
Epigonus mayeri,NA,NA
Epigonus notacanthus,23.8,NA
Epigonus occidentalis,25.8,149
Epigonus okamotoi,16.15,NA
Epigonus oligolepis,NA,NA
Epigonus pandionis,23.5,172.3
Epigonus parini,16.8,NA
Epigonus pectinifer,15.5,NA
Epigonus robustus,22,NA
Epigonus telescopus,75,NA
Epigonus thai,NA,NA
Epigonus trunovi,22.5,NA
Epigonus tuberculatus,NA,NA
Epigonus waltersensis,12.9,NA
Epinephelides armatus,56,NA
Epinephelus adscensionis,65,4080
Epinephelus aeneus,120,25000
Epinephelus akaara,58,2470
Epinephelus albomarginatus,100,13000
Epinephelus amblycephalus,50,NA
Epinephelus analogus,114,22310
Epinephelus andersoni,87,8650
Epinephelus areolatus,47,1400
Epinephelus awoara,60,NA
Epinephelus bilobatus,33,NA
Epinephelus bleekeri,76,NA
Epinephelus bontoides,30,NA
Epinephelus bruneus,136,33000
Epinephelus caninus,164,35000
Epinephelus chabaudi,137,55000
Epinephelus chlorocephalus,17.1,NA
Epinephelus chlorostigma,80,7000
Epinephelus cifuentesi,100,22310
Epinephelus clippertonensis,61,NA
Epinephelus coeruleopunctatus,76,NA
Epinephelus coioides,120,15000
Epinephelus corallicola,49,NA
Epinephelus costae,140,NA
Epinephelus cyanopodus,122,17300
Epinephelus daemelii,200,68000
Epinephelus darwinensis,53.5,NA
Epinephelus diacanthus,55,NA
Epinephelus drummondhayi,110,30000
Epinephelus epistictus,80,7000
Epinephelus erythrurus,45,NA
Epinephelus fasciatomaculosus,30,NA
Epinephelus fasciatus,40,2000
Epinephelus faveatus,32,NA
Epinephelus flavocaeruleus,90,15000
Epinephelus fuscoguttatus,120,11000
Epinephelus gabriellae,52,NA
Epinephelus goreensis,140,NA
Epinephelus guttatus,76,25000
Epinephelus heniochus,35,NA
Epinephelus hexagonatus,27.5,NA
Epinephelus howlandi,55,NA
Epinephelus indistinctus,80,NA
Epinephelus irroratus,34,770
Epinephelus itajara,250,455000
Epinephelus kupangensis,32.2,NA
Epinephelus labriformis,60,NA
Epinephelus lanceolatus,270,400000
Epinephelus latifasciatus,137,58550
Epinephelus lebretonianus,25,NA
Epinephelus longispinis,55,2700
Epinephelus macrospilos,51,2000
Epinephelus maculatus,60.5,NA
Epinephelus magniscuttis,150,50000
Epinephelus malabaricus,234,150000
Epinephelus marginatus,150,60000
Epinephelus melanostigma,35,NA
Epinephelus merra,32,NA
Epinephelus miliaris,53,NA
Epinephelus morio,125,23000
Epinephelus morrhua,90,6700
Epinephelus multinotatus,100,9000
Epinephelus ongus,40,NA
Epinephelus poecilonotus,65,4000
Epinephelus polylepis,61,NA
Epinephelus polyphekadion,90,NA
Epinephelus polystigma,48,NA
Epinephelus posteli,100,10000
Epinephelus quinquefasciatus,250,NA
Epinephelus quoyanus,40,NA
Epinephelus radiatus,70,NA
Epinephelus retouti,50,2000
Epinephelus rivulatus,45,1400
Epinephelus sexfasciatus,40,NA
Epinephelus socialis,52,NA
Epinephelus spilotoceps,35,NA
Epinephelus stictus,33,NA
Epinephelus stoliczkae,38,NA
Epinephelus striatus,122,25000
Epinephelus suborbitalis,118,NA
Epinephelus summana,52,NA
Epinephelus tauvina,100,NA
Epinephelus timorensis,26.5,NA
Epinephelus trimaculatus,50,NA
Epinephelus trophis,12.5,NA
Epinephelus tuamotuensis,66,NA
