county,year,month,births
"Fort Bend County, TX",2019,March,229
"Fort Bend County, TX",2019,April,254
"Fort Bend County, TX",2019,May,278
"Fort Bend County, TX",2019,June,259
"Fort Bend County, TX",2019,July,264
"Fort Bend County, TX",2019,August,315
"Fort Bend County, TX",2019,September,295
"Fort Bend County, TX",2019,October,249
"Fort Bend County, TX",2019,November,273
"Fort Bend County, TX",2019,December,266
"Galveston County, TX",2016,January,119
"Galveston County, TX",2016,February,131
"Galveston County, TX",2016,March,142
"Galveston County, TX",2016,April,132
"Galveston County, TX",2016,May,144
"Galveston County, TX",2016,June,145
"Galveston County, TX",2016,July,128
"Galveston County, TX",2016,August,126
"Galveston County, TX",2016,September,129
"Galveston County, TX",2016,October,129
"Galveston County, TX",2016,November,120
"Galveston County, TX",2016,December,125
"Galveston County, TX",2017,January,132
"Galveston County, TX",2017,February,124
"Galveston County, TX",2017,March,128
"Galveston County, TX",2017,April,108
"Galveston County, TX",2017,May,142
"Galveston County, TX",2017,June,119
"Galveston County, TX",2017,July,117
"Galveston County, TX",2017,August,140
"Galveston County, TX",2017,September,153
"Galveston County, TX",2017,October,111
"Galveston County, TX",2017,November,130
"Galveston County, TX",2017,December,129
"Galveston County, TX",2018,January,95
"Galveston County, TX",2018,February,107
"Galveston County, TX",2018,March,104
"Galveston County, TX",2018,April,84
"Galveston County, TX",2018,May,121
"Galveston County, TX",2018,June,92
"Galveston County, TX",2018,July,99
"Galveston County, TX",2018,August,102
"Galveston County, TX",2018,September,140
"Galveston County, TX",2018,October,120
"Galveston County, TX",2018,November,128
"Galveston County, TX",2018,December,104
"Galveston County, TX",2019,January,114
"Galveston County, TX",2019,February,109
"Galveston County, TX",2019,March,114
"Galveston County, TX",2019,April,115
"Galveston County, TX",2019,May,123
"Galveston County, TX",2019,June,84
"Galveston County, TX",2019,July,93
"Galveston County, TX",2019,August,118
"Galveston County, TX",2019,September,108
"Galveston County, TX",2019,October,122
"Galveston County, TX",2019,November,101
"Galveston County, TX",2019,December,128
"Grayson County, TX",2016,January,62
"Grayson County, TX",2016,February,52
"Grayson County, TX",2016,March,59
"Grayson County, TX",2016,April,43
"Grayson County, TX",2016,May,61
"Grayson County, TX",2016,June,65
"Grayson County, TX",2016,July,60
"Grayson County, TX",2016,August,60
"Grayson County, TX",2016,September,60
"Grayson County, TX",2016,October,45
"Grayson County, TX",2016,November,51
"Grayson County, TX",2016,December,71
"Grayson County, TX",2017,January,59
"Grayson County, TX",2017,February,59
"Grayson County, TX",2017,March,58
"Grayson County, TX",2017,April,42
"Grayson County, TX",2017,May,50
"Grayson County, TX",2017,June,53
"Grayson County, TX",2017,July,48
"Grayson County, TX",2017,August,51
"Grayson County, TX",2017,September,41
"Grayson County, TX",2017,October,74
"Grayson County, TX",2017,November,50
"Grayson County, TX",2017,December,47
"Grayson County, TX",2018,January,68
"Grayson County, TX",2018,February,64
"Grayson County, TX",2018,March,48
"Grayson County, TX",2018,April,42
"Grayson County, TX",2018,May,55
"Grayson County, TX",2018,June,54
"Grayson County, TX",2018,July,62
"Grayson County, TX",2018,August,54
"Grayson County, TX",2018,September,49
"Grayson County, TX",2018,October,53
"Grayson County, TX",2018,November,50
"Grayson County, TX",2018,December,67
"Grayson County, TX",2019,January,72
"Grayson County, TX",2019,February,41
"Grayson County, TX",2019,March,48
"Grayson County, TX",2019,April,68
"Grayson County, TX",2019,May,50
"Grayson County, TX",2019,June,66
"Grayson County, TX",2019,July,49
"Grayson County, TX",2019,August,63
"Grayson County, TX",2019,September,41
"Grayson County, TX",2019,October,67
"Grayson County, TX",2019,November,60
"Grayson County, TX",2019,December,70
"Gregg County, TX",2016,January,55
"Gregg County, TX",2016,February,55
"Gregg County, TX",2016,March,49
"Gregg County, TX",2016,April,53
"Gregg County, TX",2016,May,66
"Gregg County, TX",2016,June,64
"Gregg County, TX",2016,July,58
"Gregg County, TX",2016,August,67
"Gregg County, TX",2016,September,69
"Gregg County, TX",2016,October,48
"Gregg County, TX",2016,November,43
"Gregg County, TX",2016,December,53
"Gregg County, TX",2017,January,40
"Gregg County, TX",2017,February,48
"Gregg County, TX",2017,March,41
"Gregg County, TX",2017,April,55
"Gregg County, TX",2017,May,44
"Gregg County, TX",2017,June,55
"Gregg County, TX",2017,July,54
"Gregg County, TX",2017,August,60
"Gregg County, TX",2017,September,46
"Gregg County, TX",2017,October,54
"Gregg County, TX",2017,November,51
"Gregg County, TX",2017,December,53
"Gregg County, TX",2018,January,56
"Gregg County, TX",2018,February,43
"Gregg County, TX",2018,March,48
"Gregg County, TX",2018,April,53
"Gregg County, TX",2018,May,44
"Gregg County, TX",2018,June,37
"Gregg County, TX",2018,July,59
"Gregg County, TX",2018,August,58
"Gregg County, TX",2018,September,51
"Gregg County, TX",2018,October,52
"Gregg County, TX",2018,November,55
"Gregg County, TX",2018,December,33
"Gregg County, TX",2019,January,50
"Gregg County, TX",2019,February,57
"Gregg County, TX",2019,March,39
"Gregg County, TX",2019,April,45
"Gregg County, TX",2019,May,43
"Gregg County, TX",2019,June,51
"Gregg County, TX",2019,July,59
"Gregg County, TX",2019,August,53
"Gregg County, TX",2019,September,62
"Gregg County, TX",2019,October,46
"Gregg County, TX",2019,November,56
"Gregg County, TX",2019,December,49
"Guadalupe County, TX",2016,January,45
"Guadalupe County, TX",2016,February,48
"Guadalupe County, TX",2016,March,62
"Guadalupe County, TX",2016,April,35
"Guadalupe County, TX",2016,May,55
"Guadalupe County, TX",2016,June,50
"Guadalupe County, TX",2016,July,60
"Guadalupe County, TX",2016,August,54
"Guadalupe County, TX",2016,September,59
"Guadalupe County, TX",2016,October,65
"Guadalupe County, TX",2016,November,67
"Guadalupe County, TX",2016,December,64
"Guadalupe County, TX",2017,January,61
"Guadalupe County, TX",2017,February,45
"Guadalupe County, TX",2017,March,53
"Guadalupe County, TX",2017,April,44
"Guadalupe County, TX",2017,May,39
"Guadalupe County, TX",2017,June,49
"Guadalupe County, TX",2017,July,52
"Guadalupe County, TX",2017,August,45
"Guadalupe County, TX",2017,September,45
"Guadalupe County, TX",2017,October,56
"Guadalupe County, TX",2017,November,46
"Guadalupe County, TX",2017,December,56
"Guadalupe County, TX",2018,January,48
"Guadalupe County, TX",2018,February,38
"Guadalupe County, TX",2018,March,56
"Guadalupe County, TX",2018,April,62
"Guadalupe County, TX",2018,May,53
"Guadalupe County, TX",2018,June,49
"Guadalupe County, TX",2018,July,60
"Guadalupe County, TX",2018,August,62
"Guadalupe County, TX",2018,September,66
"Guadalupe County, TX",2018,October,55
"Guadalupe County, TX",2018,November,48
"Guadalupe County, TX",2018,December,41
"Guadalupe County, TX",2019,January,51
"Guadalupe County, TX",2019,February,40
"Guadalupe County, TX",2019,March,55
"Guadalupe County, TX",2019,April,44
"Guadalupe County, TX",2019,May,38
"Guadalupe County, TX",2019,June,51
"Guadalupe County, TX",2019,July,50
"Guadalupe County, TX",2019,August,52
"Guadalupe County, TX",2019,September,46
"Guadalupe County, TX",2019,October,45
"Guadalupe County, TX",2019,November,50
"Guadalupe County, TX",2019,December,35
"Harris County, TX",2016,January,2802
"Harris County, TX",2016,February,2594
"Harris County, TX",2016,March,2714
"Harris County, TX",2016,April,2557
"Harris County, TX",2016,May,2801
"Harris County, TX",2016,June,2754
"Harris County, TX",2016,July,2946
"Harris County, TX",2016,August,3090
"Harris County, TX",2016,September,3070
"Harris County, TX",2016,October,2835
"Harris County, TX",2016,November,2802
"Harris County, TX",2016,December,2839
"Harris County, TX",2017,January,2587
"Harris County, TX",2017,February,2310
"Harris County, TX",2017,March,2384
"Harris County, TX",2017,April,2240
"Harris County, TX",2017,May,2435
"Harris County, TX",2017,June,2375
"Harris County, TX",2017,July,2524
"Harris County, TX",2017,August,2712
"Harris County, TX",2017,September,2836
"Harris County, TX",2017,October,2703
"Harris County, TX",2017,November,2528
"Harris County, TX",2017,December,2525
"Harris County, TX",2018,January,2486
"Harris County, TX",2018,February,2253
"Harris County, TX",2018,March,2417
"Harris County, TX",2018,April,2107
"Harris County, TX",2018,May,2358
"Harris County, TX",2018,June,2352
"Harris County, TX",2018,July,2439
"Harris County, TX",2018,August,2571
"Harris County, TX",2018,September,2794
"Harris County, TX",2018,October,2665
"Harris County, TX",2018,November,2414
"Harris County, TX",2018,December,2526
"Harris County, TX",2019,January,2461
"Harris County, TX",2019,February,2146
"Harris County, TX",2019,March,2237
"Harris County, TX",2019,April,2097
"Harris County, TX",2019,May,2321
"Harris County, TX",2019,June,2277
"Harris County, TX",2019,July,2532
"Harris County, TX",2019,August,2685
"Harris County, TX",2019,September,2654
"Harris County, TX",2019,October,2463
"Harris County, TX",2019,November,2298
"Harris County, TX",2019,December,2384
"Hays County, TX",2016,January,75
"Hays County, TX",2016,February,66
"Hays County, TX",2016,March,82
"Hays County, TX",2016,April,82
"Hays County, TX",2016,May,78
"Hays County, TX",2016,June,92
"Hays County, TX",2016,July,97
"Hays County, TX",2016,August,92
"Hays County, TX",2016,September,91
"Hays County, TX",2016,October,88
"Hays County, TX",2016,November,100
"Hays County, TX",2016,December,87
"Hays County, TX",2017,January,75
"Hays County, TX",2017,February,89
"Hays County, TX",2017,March,92
"Hays County, TX",2017,April,66
"Hays County, TX",2017,May,75
"Hays County, TX",2017,June,87
"Hays County, TX",2017,July,96
"Hays County, TX",2017,August,124
"Hays County, TX",2017,September,111
"Hays County, TX",2017,October,114
"Hays County, TX",2017,November,95
"Hays County, TX",2017,December,63
"Hays County, TX",2018,January,59
"Hays County, TX",2018,February,88
"Hays County, TX",2018,March,73
"Hays County, TX",2018,April,97
"Hays County, TX",2018,May,109
"Hays County, TX",2018,June,82
"Hays County, TX",2018,July,83
"Hays County, TX",2018,August,97
"Hays County, TX",2018,September,79
"Hays County, TX",2018,October,95
"Hays County, TX",2018,November,89
"Hays County, TX",2018,December,97
"Hays County, TX",2019,January,92
"Hays County, TX",2019,February,82
"Hays County, TX",2019,March,93
"Hays County, TX",2019,April,70
"Hays County, TX",2019,May,97
"Hays County, TX",2019,June,80
"Hays County, TX",2019,July,79
"Hays County, TX",2019,August,90
"Hays County, TX",2019,September,86
"Hays County, TX",2019,October,84
"Hays County, TX",2019,November,65
"Hays County, TX",2019,December,90
"Hidalgo County, TX",2016,January,516
"Hidalgo County, TX",2016,February,480
"Hidalgo County, TX",2016,March,510
"Hidalgo County, TX",2016,April,442
"Hidalgo County, TX",2016,May,434
"Hidalgo County, TX",2016,June,457
"Hidalgo County, TX",2016,July,515
"Hidalgo County, TX",2016,August,505
"Hidalgo County, TX",2016,September,497
"Hidalgo County, TX",2016,October,391
"Hidalgo County, TX",2016,November,388
"Hidalgo County, TX",2016,December,327
"Hidalgo County, TX",2017,January,342
"Hidalgo County, TX",2017,February,313
"Hidalgo County, TX",2017,March,347
"Hidalgo County, TX",2017,April,305
"Hidalgo County, TX",2017,May,322
"Hidalgo County, TX",2017,June,335
"Hidalgo County, TX",2017,July,363
"Hidalgo County, TX",2017,August,415
"Hidalgo County, TX",2017,September,388
"Hidalgo County, TX",2017,October,371
"Hidalgo County, TX",2017,November,365
"Hidalgo County, TX",2017,December,385
"Hidalgo County, TX",2018,January,384
"Hidalgo County, TX",2018,February,344
"Hidalgo County, TX",2018,March,369
"Hidalgo County, TX",2018,April,370
"Hidalgo County, TX",2018,May,376
"Hidalgo County, TX",2018,June,374
"Hidalgo County, TX",2018,July,423
"Hidalgo County, TX",2018,August,418
"Hidalgo County, TX",2018,September,419
"Hidalgo County, TX",2018,October,376
"Hidalgo County, TX",2018,November,424
"Hidalgo County, TX",2018,December,433
"Hidalgo County, TX",2019,January,385
"Hidalgo County, TX",2019,February,322
"Hidalgo County, TX",2019,March,334
"Hidalgo County, TX",2019,April,356
"Hidalgo County, TX",2019,May,365
"Hidalgo County, TX",2019,June,343
"Hidalgo County, TX",2019,July,365
"Hidalgo County, TX",2019,August,408
"Hidalgo County, TX",2019,September,392
"Hidalgo County, TX",2019,October,392
"Hidalgo County, TX",2019,November,367
"Hidalgo County, TX",2019,December,377
"Jefferson County, TX",2016,January,97
"Jefferson County, TX",2016,February,88
"Jefferson County, TX",2016,March,120
"Jefferson County, TX",2016,April,78
"Jefferson County, TX",2016,May,93
"Jefferson County, TX",2016,June,81
"Jefferson County, TX",2016,July,106
"Jefferson County, TX",2016,August,113
"Jefferson County, TX",2016,September,96
"Jefferson County, TX",2016,October,103
"Jefferson County, TX",2016,November,92
"Jefferson County, TX",2016,December,100
"Jefferson County, TX",2017,January,86
"Jefferson County, TX",2017,February,94
"Jefferson County, TX",2017,March,79
"Jefferson County, TX",2017,April,84
"Jefferson County, TX",2017,May,75
"Jefferson County, TX",2017,June,79
"Jefferson County, TX",2017,July,93
"Jefferson County, TX",2017,August,108
"Jefferson County, TX",2017,September,133
"Jefferson County, TX",2017,October,104
"Jefferson County, TX",2017,November,116
"Jefferson County, TX",2017,December,90
"Jefferson County, TX",2018,January,95
"Jefferson County, TX",2018,February,86
"Jefferson County, TX",2018,March,79
"Jefferson County, TX",2018,April,68
"Jefferson County, TX",2018,May,91
"Jefferson County, TX",2018,June,92
"Jefferson County, TX",2018,July,82
"Jefferson County, TX",2018,August,103
"Jefferson County, TX",2018,September,89
"Jefferson County, TX",2018,October,93
"Jefferson County, TX",2018,November,97
"Jefferson County, TX",2018,December,109
"Jefferson County, TX",2019,January,106
"Jefferson County, TX",2019,February,80
"Jefferson County, TX",2019,March,69
"Jefferson County, TX",2019,April,69
"Jefferson County, TX",2019,May,74
"Jefferson County, TX",2019,June,72
"Jefferson County, TX",2019,July,66
"Jefferson County, TX",2019,August,81
"Jefferson County, TX",2019,September,102
"Jefferson County, TX",2019,October,70
"Jefferson County, TX",2019,November,74
"Jefferson County, TX",2019,December,84
"Johnson County, TX",2016,January,84
"Johnson County, TX",2016,February,66
"Johnson County, TX",2016,March,72
"Johnson County, TX",2016,April,77
"Johnson County, TX",2016,May,55
"Johnson County, TX",2016,June,74
"Johnson County, TX",2016,July,81
"Johnson County, TX",2016,August,78
"Johnson County, TX",2016,September,71
"Johnson County, TX",2016,October,65
"Johnson County, TX",2016,November,73
"Johnson County, TX",2016,December,69
"Johnson County, TX",2017,January,76
